"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"169","conditioner","2","Concrete",4,20856,859.1,352.67,29,-0.4328,0.7732,29,0.9355,31,4.21,23,5.130434783,1.324741753,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04532297878666,1.93449845124357,"Noun",7.68,"(4.71,6.72]","high"
"170","cymbals","2","Concrete",1,20061,922.96,269.88,24,-0.241,0.7529,24,0.7742,31,4.88,23,5.695652174,1.294561442,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.25527250510331,"Noun",8.12932,"(4.71,6.72]","high"
"171","dictionary","10","Concrete",4,100774,980.34,276.87,29,-0.052,0.5743,29,0.9063,32,4.62,25,6.04,1.645195024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28103336724773,2.12385164096709,"Noun",7.28,"(4.71,6.72]","high"
"172","dipper","2","Concrete",3,20510,931.68,309.53,28,-0.1951,0.7947,28,0.9032,31,4.21,22,4.909090909,2.136064269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.44715803134222,"Noun",7.72,"(4.71,6.72]","high"
"173","encyclopedia","5","Concrete",2,50352,840.94,168.46,31,-0.5121,0.5393,31,0.9688,32,4.79,25,6.16,1.143095213,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91381385238372,1.78532983501077,"Noun",7.17,"(4.71,6.72]","high"
"174","fryer","8","Concrete",4,80832,851.52,301.2,31,-0.4276,0.7629,31,1,31,4.5,24,5.541666667,1.284664283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.41497334797082,"Noun",8.56,"(4.71,6.72]","high"
"175","grandchild","2","Concrete",3,20555,861.52,419.61,31,-0.4888,1.115,31,1,31,4.26,25,5.24,2.067204231,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89762709129044,1.80617997398389,"Noun",5.26,"(4.71,6.72]","high"
"176","house","3","Concrete",4,30867,671.47,229.49,30,-0.9362,0.6593,30,0.9677,31,5,23,5.782608696,1.677566466,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41854986204974,3.78110883572947,"Noun",3.16,"(4.71,6.72]","high"
"177","joystick","8","Concrete",4,80758,856.14,266.12,29,-0.3461,0.8452,29,0.9677,31,4.74,25,6.12,1.053565375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",9.29,"(4.71,6.72]","high"
"178","junk","3","Concrete",1,30055,865.94,464.16,31,-0.6925,0.7785,31,1,31,3.88,27,4.962962963,1.807707462,30,4.9,1.84,NA,NA,NA,NA,NA,NA,2.89486965674525,2.75663610824585,"Noun",6.62,"(4.71,6.72]","high"
"179","mayonnaise","10","Concrete",4,100864,928.87,457.45,30,-0.2658,0.899,30,0.9375,32,4.9,21,5.523809524,1.691716513,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06445798922692,1.93449845124357,"Noun",6.1,"(4.71,6.72]","high"
"180","medallion","4","Concrete",4,40808,873.39,212.44,28,-0.1865,0.6751,28,0.9032,31,4.68,24,5.541666667,1.793203756,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.49136169383427,"Noun",10.26,"(4.71,6.72]","high"
"181","mistress","8","Concrete",4,80811,918.52,331.27,29,-0.1326,1.0418,29,0.9355,31,4.22,27,5,1.860521019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78318869107526,2.47421626407626,"Noun",11.72,"(4.71,6.72]","high"
"182","oilcan","6","Concrete",1,60039,946.59,364.07,29,-0.4216,0.6324,29,0.9355,31,4.62,23,4.782608696,1.929590671,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.477121254719662,"Noun",7.59,"(4.71,6.72]","high"
"183","pebble","10","Concrete",2,100331,849.93,243.26,30,-0.4792,0.8062,30,0.9375,32,4.86,23,5.47826087,1.879786381,NA,NA,NA,41,6.17,1.28,41,4.04,2.06,1.81954393554187,1.69897000433602,"Noun",5.68,"(4.71,6.72]","high"
"184","pitcher","4","Concrete",1,40012,883.77,306.4,30,-0.4631,0.8812,30,1,32,4.93,27,5.259259259,1.872731296,NA,NA,NA,57,5.51,1.78,27,5.22,1.55250005161237,2.22010808804005,2.03342375548695,"Noun",6.42,"(4.71,6.72]","high"
"185","postmaster","5","Concrete",3,50550,1067.61,462.12,31,0.0511,0.9482,31,0.9688,32,4.59,25,5.2,1.471960144,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.11394335230684,"Noun",11.32,"(4.71,6.72]","high"
"186","receipt","1","Concrete",2,10353,895.07,299.89,30,-0.3168,0.6848,30,0.9677,31,4.86,25,5.28,1.860107524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57978359661681,2.45024910831936,"Noun",8.53,"(4.71,6.72]","high"
"187","revolver","10","Concrete",3,100599,972.87,369.67,30,-0.2424,0.9707,30,0.9375,32,4.69,27,5.555555556,1.825741858,NA,NA,NA,41,5.54,2.05,41,4.29,1.97,2.15228834438306,2.00860017176192,"Noun",9.26,"(4.71,6.72]","high"
"188","rhubarb","7","Concrete",1,70106,869.35,160.55,26,-0.4436,0.5308,26,0.8387,31,4.86,23,5.260869565,1.737746485,NA,NA,NA,41,5.31,2.29,41,4.65,1.83,1.7481880270062,1.47712125471966,"Noun",10.53,"(4.71,6.72]","high"
"189","sketchpad","10","Concrete",4,100844,908.37,477.79,30,-0.3741,0.9111,30,0.9688,32,4.86,25,5.36,1.704894914,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",8.84,"(4.71,6.72]","high"
"190","stair","1","Concrete",1,10107,802.19,230.75,31,-0.7398,0.5656,31,1,31,4.93,25,5.36,1.680277755,30,5.23,1.89,NA,NA,NA,NA,NA,NA,1.84509804001426,1.66275783168157,"Noun",3.84,"(4.71,6.72]","high"
"191","stepsister","5","Concrete",3,50549,1004.47,368.91,30,-0.0501,0.9302,30,0.9375,32,4.32,27,5.333333333,1.839732422,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.14612803567824,"Noun",8.06,"(4.71,6.72]","high"
"192","storekeeper","5","Concrete",3,50553,813.5,183.96,32,-0.5959,0.7294,32,1,32,4.69,24,4.75,1.674618711,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.07918124604762,"Noun",7.6,"(4.71,6.72]","high"
"193","strainer","8","Concrete",1,80038,930.83,257.92,29,-0.2541,0.703,29,0.9355,31,4.46,24,4.875,2.112334377,NA,NA,NA,41,5.78,1.75,41,4.56,1.95,1.17609125905568,1.07918124604762,"Noun",9.63,"(4.71,6.72]","high"
"194","throat","3","Concrete",1,30106,805.57,231.9,30,-0.8017,0.6334,30,1,31,4.97,23,5.347826087,1.584260529,30,4.43,2.34,NA,NA,NA,NA,NA,NA,3.26434550705009,3.09342168516224,"Noun",5.09,"(4.71,6.72]","high"
"195","trainer","7","Concrete",4,70776,780.17,246.56,29,-0.6101,0.6073,29,0.9677,31,4.31,28,5.357142857,1.095928009,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45484486000851,2.16731733474818,"Noun",10,"(4.71,6.72]","high"
"196","traveler","9","Concrete",2,90341,829.43,247.84,30,-0.5167,0.6853,30,1,30,4.07,28,4.714285714,1.606863585,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19033169817029,2.08278537031645,"Noun",6.89,"(4.71,6.72]","high"
"197","trousers","10","Concrete",4,100838,832.66,278.45,32,-0.4978,0.6377,32,1,32,4.93,27,6.185185185,1.177906782,NA,NA,NA,41,5.61,1.9,41,5.39,1.61,2.42160392686983,2.26951294421792,"Noun",7.89,"(4.71,6.72]","high"
"198","valve","5","Concrete",1,50048,1040.1,336.17,29,0.0674,0.7621,29,0.9063,32,4.83,23,4.869565217,1.546384282,29,4.34,2.19,NA,NA,NA,NA,NA,NA,2.39445168082622,2.14301480025409,"Noun",10.78,"(4.71,6.72]","high"
"199","wallpaper","9","Concrete",1,90053,807.1,222.5,29,-0.7955,0.6448,29,0.9667,30,4.62,24,4.875,2.006781979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23552844690755,2.0899051114394,"Noun",6.55,"(4.71,6.72]","high"
"200","walrus","8","Concrete",1,80114,846.55,278.54,31,-0.6032,0.6088,31,1,31,5,24,4.875,1.962972458,NA,NA,NA,58,5.95,1.62,27,1.78,0.697982440452113,1.76342799356294,1.61278385671974,"Noun",5.06,"(4.71,6.72]","high"
