"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"112","footstep","9","Concrete",2,90292,828.83,277.87,29,-0.5211,0.7251,29,0.9667,30,4.18,25,3.28,2.406934426,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",5.38,"[1.28,3.68]","low"
"113","freeloader","6","Concrete",4,60829,980.26,347.22,27,-0.0418,1.074,27,0.871,31,3.57,23,2.913043478,1.880837422,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",10.94,"[1.28,3.68]","low"
"114","galley","4","Concrete",4,40841,943,323.06,26,0.061,1.2021,26,0.8387,31,4.07,23,2.608695652,1.876629727,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91907809237607,1.70757017609794,"Noun",12.69,"[1.28,3.68]","low"
"115","gymnastics","8","Concrete",4,80854,850.55,244.9,31,-0.2748,0.9703,31,1,31,4.04,27,3.111111111,1.967687697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89762709129044,1.65321251377534,"Noun",7.74,"[1.28,3.68]","low"
"116","honeymoon","1","Concrete",4,10863,938.88,324.1,25,-0.1398,0.8386,25,0.8387,31,3.59,24,2.75,2.231201665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91750550955255,2.68663626926229,"Noun",8.6,"[1.28,3.68]","low"
"117","hydrochloride","7","Concrete",4,70803,1153.28,400.94,29,0.6858,1.151,29,0.9355,31,4.17,23,3.130434783,1.914166038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",13.95,"[1.28,3.68]","low"
"118","illustration","5","Concrete",3,50590,1132.7,430.4,20,0.2677,1.0134,20,0.625,32,4.36,23,3.434782609,1.854382695,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.38021124171161,"Noun",7.95,"[1.28,3.68]","low"
"119","jig","10","Concrete",2,100322,1049.32,460.89,25,-0.0182,0.9721,25,0.7813,32,3.85,24,2.333333333,1.88048714,30,2.07,1.53,NA,NA,NA,NA,NA,NA,1.94448267215017,1.79934054945358,"Noun",8.7,"[1.28,3.68]","low"
"120","junkie","3","Concrete",1,30041,1110.48,475.92,25,0.1396,1.2926,25,0.7742,31,3.85,27,3.444444444,1.908147175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42488163663107,2.28780172993023,"Noun",12.68,"[1.28,3.68]","low"
"121","karate","1","Concrete",4,10770,856.17,340.11,30,-0.3967,0.9732,30,0.9677,31,4.14,25,2.8,1.825741858,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58771096501891,2.14301480025409,"Noun",7.75,"[1.28,3.68]","low"
"122","lacquer","6","Concrete",4,60867,964.28,334.31,25,-0.1609,0.7109,25,0.8065,31,4.28,22,3.181818182,1.918242341,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.20411998265592,"Noun",13.19,"[1.28,3.68]","low"
"123","lacrosse","8","Concrete",3,80529,998.66,305.37,29,0.1414,0.9619,29,0.9355,31,4.28,25,3.2,2.081665999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.47712125471966,"Noun",12.94,"[1.28,3.68]","low"
"124","mastectomy","5","Concrete",3,50508,1311.24,451.98,25,0.8699,0.906,25,0.7813,32,4.09,27,2.777777778,1.761409692,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.04139268515823,"Noun",14.67,"[1.28,3.68]","low"
"125","matting","5","Concrete",4,50753,1265.41,407.37,22,0.9659,1.4453,22,0.6563,32,4.12,23,2.869565217,1.816699,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",NA,"[1.28,3.68]","low"
"126","millions","3","Concrete",4,30868,978.95,303.83,20,0.0212,0.8632,20,0.6452,31,3.59,25,1.68,1.029563014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05994188806195,2.91328390176042,"Noun",6.47,"[1.28,3.68]","low"
"127","monogram","9","Concrete",2,90342,899.79,300.8,28,-0.2413,0.7546,28,0.9333,30,4.57,22,2.954545455,1.731425857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.14612803567824,"Noun",11.35,"[1.28,3.68]","low"
"128","nobleman","10","Concrete",4,100755,912.94,425.64,31,-0.2883,0.8119,31,0.9688,32,3.85,25,3.36,1.868154169,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57978359661681,1.47712125471966,"Noun",9.74,"[1.28,3.68]","low"
"129","olympics","2","Concrete",3,20599,818.63,210.77,27,-0.4749,0.4899,27,0.871,31,4.11,27,2.777777778,1.908147175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3384564936046,2.12057393120585,"Noun",8.312868,"[1.28,3.68]","low"
"130","passageway","7","Concrete",1,70012,948.52,341.98,29,-0.2757,0.7919,29,0.9677,31,4.67,25,3.6,1.914854216,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.69019608002851,"Noun",8.56,"[1.28,3.68]","low"
"131","pueblo","8","Concrete",1,80062,1314.29,423.32,21,0.8897,1.1283,21,0.6774,31,4.26,19,2.526315789,1.806421295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",11.94,"[1.28,3.68]","low"
"132","sagebrush","5","Concrete",3,50530,1088.23,382.41,30,0.1803,0.9186,30,0.9688,32,4.64,19,3.368421053,1.801558779,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",10.88,"[1.28,3.68]","low"
"133","scavenger","7","Concrete",2,70281,946.89,357.24,27,-0.1046,0.8837,27,0.9032,31,3.93,29,3.137931034,2.133477007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.46239799789896,"Noun",9.32,"[1.28,3.68]","low"
"134","shipment","8","Concrete",2,80330,907.93,315.55,30,-0.2876,0.8719,30,0.9677,31,4.48,23,3.347826087,1.695145359,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5092025223311,2.34044411484012,"Noun",9.74,"[1.28,3.68]","low"
"135","stampede","8","Concrete",2,80275,933.97,415.41,29,-0.3107,1.0792,29,0.9355,31,3.89,25,2.64,1.524248449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.68124123737559,"Noun",9.55,"[1.28,3.68]","low"
"136","wintertime","8","Concrete",4,80848,1023.42,250.19,24,0.2781,0.9638,24,0.7742,31,3.67,28,3.607142857,2.199987975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.32221929473392,"Noun",5.61,"[1.28,3.68]","low"
"137","angler","7","Concrete",1,70103,1151.27,349.68,15,0.3493,0.8943,15,0.4839,31,4.14,24,3.833333333,2.31566812,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30102999566398,0.954242509439325,"Noun",11.53,"(3.68,4.71]","medium"
"138","arches","5","Concrete",2,50279,1090.35,373.94,31,0.412,1.3577,31,0.9688,32,4.3,24,3.791666667,2.105462185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64345267648619,1.50514997831991,"Noun",8.26,"(3.68,4.71]","medium"
"139","assassin","10","Concrete",1,100072,985.96,311.65,27,-0.0593,0.8875,27,0.8438,32,4.43,25,4.32,1.908751774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4814426285023,2.27646180417324,"Noun",11.28,"(3.68,4.71]","medium"
"140","barnacle","4","Concrete",2,40252,957.37,419.33,30,-0.1816,0.8871,30,0.9375,32,4.92,23,4.260869565,2.027479207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.17609125905568,"Noun",11.6,"(3.68,4.71]","medium"
"141","castle","2","Concrete",2,20344,749,245.14,30,-0.8404,0.4708,30,0.9677,31,4.96,26,4.307692308,2.131088563,NA,NA,NA,57,6.16,1.3,27,2,1.24034734589208,3.04139268515822,2.58319877396862,"Noun",5.8,"(3.68,4.71]","medium"
"142","chairperson","1","Concrete",4,10759,887.74,310.42,31,-0.2468,0.7626,31,1,31,4.58,25,4.44,1.894729532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",11,"(3.68,4.71]","medium"
"143","chipmunk","1","Concrete",1,10055,750.71,160.7,31,-0.8343,0.5579,31,1,31,4.97,24,3.75,1.621861518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.47712125471966,"Noun",4.7,"(3.68,4.71]","medium"
"144","clergy","3","Concrete",4,30870,873.92,172.34,24,-0.2181,0.6421,24,0.7742,31,4.03,25,4.48,1.530795,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69019608002851,1.54406804435028,"Noun",10.15,"(3.68,4.71]","medium"
"145","converter","2","Concrete",4,20852,1061.3,360.93,27,0.1809,0.7079,27,0.871,31,3.61,22,4.227272727,2.091520709,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.04139268515823,"Noun",12.72,"(3.68,4.71]","medium"
"146","cyclist","8","Concrete",4,80767,827.42,203.15,31,-0.4409,0.7065,31,1,31,4.84,23,3.782608696,2.173320077,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",8.56,"(3.68,4.71]","medium"
"147","fiber","3","Concrete",2,30373,930.14,311.01,28,-0.2955,0.7551,28,0.9677,31,4.5,24,3.708333333,2.216129934,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19589965240923,2.07554696139253,"Noun",10.82,"(3.68,4.71]","medium"
"148","grandniece","5","Concrete",4,50780,1007.6,277.41,30,0.1283,0.7925,30,0.9688,32,4.54,24,4.708333333,1.805286119,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",10.11,"(3.68,4.71]","medium"
"149","gunsmith","1","Concrete",2,10351,955.52,375.5,31,-0.0915,1.0662,31,1,31,4.7,25,4.08,1.891207727,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1,"Noun",10.16,"(3.68,4.71]","medium"
"150","haymaker","8","Concrete",4,80774,865.23,322.78,31,-0.3611,0.8341,31,1,31,4.19,25,3.92,1.934769581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",11.06,"(3.68,4.71]","medium"
"151","heiress","3","Concrete",3,30556,1072.2,460.5,20,0.3111,1.2955,20,0.5806,31,3.89,25,3.92,2.196967607,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77085201164214,1.61278385671974,"Noun",12.71,"(3.68,4.71]","medium"
"152","icehouse","7","Concrete",4,70752,764.5,209.2,28,-0.5549,0.719,28,0.9032,31,4.5,22,4,2.023669463,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.778151250383644,"Noun",12,"(3.68,4.71]","medium"
"153","island","8","Concrete",3,80556,890.77,340.65,30,-0.3464,1.0558,30,0.9677,31,4.96,25,3.96,1.836663642,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30513631894364,2.83569057149243,"Noun",7.41,"(3.68,4.71]","medium"
"154","kennel","7","Concrete",4,70854,872.13,317.94,30,-0.2826,0.8674,30,0.9677,31,4.73,24,4.041666667,1.921936674,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.66275783168157,"Noun",9.89,"(3.68,4.71]","medium"
"155","landscape","2","Concrete",4,20851,940.63,412.97,30,-0.1306,1.1534,30,0.9677,31,4.34,26,4.384615385,2.173971906,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10720996964787,1.98677173426624,"Noun",9.89,"(3.68,4.71]","medium"
"156","magician","2","Concrete",2,20288,891.55,362.61,29,-0.3526,0.8217,29,0.9355,31,4.21,24,4.5,1.97814142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59217675739587,2.28330122870355,"Noun",5.37,"(3.68,4.71]","medium"
"157","magnifier","2","Concrete",4,20821,1069.31,450.61,26,0.2305,0.9783,26,0.8387,31,4.4,25,4.16,2.173323108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",9.7,"(3.68,4.71]","medium"
"158","opiate","8","Concrete",2,80307,1212.33,401.8,24,0.6819,1.2297,24,0.7742,31,4.17,26,3.692307692,2.186672921,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.30102999566398,"Noun",14.44,"(3.68,4.71]","medium"
"159","orangutan","1","Concrete",1,10027,852.93,231.65,29,-0.481,0.5865,29,0.9355,31,4.81,24,4.666666667,1.761093205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.30102999566398,"Noun",7.83,"(3.68,4.71]","medium"
"160","outhouse","7","Concrete",3,70563,906.54,428.09,28,-0.3982,0.905,28,0.9032,31,4.89,25,4.64,1.604161255,NA,NA,NA,41,5.05,2.17,41,3.83,1.87,1.5910646070265,1.53147891704226,"Noun",7.9,"(3.68,4.71]","medium"
"161","phonograph","6","Concrete",4,60858,1085.62,448.83,26,0.2059,0.9382,26,0.8387,31,4.59,26,4.423076923,1.677452281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.66275783168157,"Noun",9.18,"(3.68,4.71]","medium"
"162","prankster","4","Concrete",2,40286,942.41,344.27,32,-0.1071,1.0226,32,1,32,3.59,28,4.642857143,1.66030532,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.04139268515823,"Noun",8.58,"(3.68,4.71]","medium"
"163","precipitation","7","Concrete",4,70836,1093.39,269.03,18,0.4754,0.7442,18,0.6129,31,3.96,24,3.833333333,1.809796209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",9.5,"(3.68,4.71]","medium"
"164","register","6","Concrete",3,60558,1027.26,403.66,23,0.0768,0.8824,23,0.7419,31,3.87,23,4,1.858640755,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74973631556906,2.62736585659273,"Noun",8.63,"(3.68,4.71]","medium"
"165","schoolmaster","1","Concrete",2,10273,807.55,223.48,31,-0.6298,0.5642,31,1,31,4.76,23,3.739130435,2.33972398,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.30102999566398,"Noun",8,"(3.68,4.71]","medium"
"166","scratches","2","Concrete",1,20043,947.03,250.16,29,-0.2259,0.7123,29,0.9355,31,4.59,25,4.4,2.140872096,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09342168516224,2.03742649794062,"Noun",5.61,"(3.68,4.71]","medium"
"167","swordsman","10","Concrete",4,100759,822.34,302.25,32,-0.5751,0.8148,32,1,32,4.7,24,4.041666667,1.944427191,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81291335664286,1.51851393987789,"Noun",9.78,"(3.68,4.71]","medium"
"168","violinist","4","Concrete",2,40255,863.45,310.71,29,-0.4921,0.8529,29,0.875,32,4.84,23,4.47826087,1.903813523,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.38021124171161,"Noun",9.17,"(3.68,4.71]","medium"
"169","whirlpool","9","Concrete",2,90263,824.41,240.72,29,-0.5076,0.7391,29,0.9667,30,4.64,23,4.565217391,1.97313979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.44715803134222,"Noun",8.95,"(3.68,4.71]","medium"
"170","beer","2","Concrete",1,20047,714.13,168.49,31,-1.038,0.4397,31,1,31,4.88,24,5.791666667,1.382473104,30,5.93,1.55,NA,NA,NA,NA,NA,NA,3.58557351862273,3.25671774597749,"Noun",6.11,"(4.71,6.72]","high"
"171","bicep","5","Concrete",3,50535,807.81,206.03,32,-0.6738,0.4958,32,1,32,4.67,27,5.666666667,1.687054785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.14612803567824,"Noun",8.67,"(4.71,6.72]","high"
"172","blackhead","3","Concrete",4,30771,923.33,313.73,30,-0.0902,0.9795,30,0.9677,31,4.71,23,4.739130435,1.657418346,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",10.83,"(4.71,6.72]","high"
"173","blouse","6","Concrete",2,60341,828.55,283.04,29,-0.6181,0.6088,29,1,31,4.96,23,6.47826087,0.994053466,30,5.93,1.66,NA,NA,NA,NA,NA,NA,2.43616264704076,2.27415784926368,"Noun",6.65,"(4.71,6.72]","high"
"174","calender","8","Concrete",3,80609,854.03,259.64,30,-0.4145,0.7136,30,1,31,4.82,25,5.84,1.34412301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",NA,"(4.71,6.72]","high"
"175","chowder","5","Concrete",2,50355,792.93,182.88,30,-0.6961,0.5825,30,0.9375,32,4.7,25,4.96,2.111081871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91907809237607,1.5910646070265,"Noun",8,"(4.71,6.72]","high"
"176","corkscrew","2","Concrete",4,20811,911.48,462.69,31,-0.2651,0.9125,31,1,31,4.85,25,6.04,1.206924466,NA,NA,NA,59,5.61,1.59,27,5.15,1.37850821553043,1.76342799356294,1.65321251377534,"Noun",7.78,"(4.71,6.72]","high"
"177","cushion","8","Concrete",2,80261,878.65,353.17,31,-0.3787,1.0911,31,1,31,4.68,24,5.75,1.725763851,NA,NA,NA,43,5.04,1.6,41,4.95,1.76,2.04532297878666,1.99563519459755,"Noun",5.53,"(4.71,6.72]","high"
"178","daybed","10","Concrete",2,100310,872.93,307.79,29,-0.3472,0.7068,29,0.9063,32,4.41,25,5.28,1.720465053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",9.67,"(4.71,6.72]","high"
"179","drawers","5","Concrete",1,50044,935.1,225.94,30,-0.1415,0.8371,30,0.9688,32,4.96,23,5.869565217,1.686964671,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34044411484012,2.22788670461367,"Noun",6.051205,"(4.71,6.72]","high"
"180","grandma","2","Concrete",4,20755,713.6,185.27,30,-0.8861,0.5393,30,0.9677,31,4.54,26,5.769230769,1.58259767,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36660971039243,2.931457870689,"Noun",2.58,"(4.71,6.72]","high"
"181","grapevine","3","Concrete",3,30503,886.77,290.2,30,-0.3582,0.6194,30,0.9677,31,4.69,23,4.869565217,2.006905076,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.57978359661681,"Noun",7.37,"(4.71,6.72]","high"
"182","matchstick","5","Concrete",4,50763,936.74,357.83,31,-0.1419,1.0017,31,0.9688,32,4.96,29,6.103448276,1.291312389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",6.74,"(4.71,6.72]","high"
"183","merchandise","9","Concrete",4,90856,964.92,325.66,26,0.0287,0.9775,26,0.8667,30,4.52,24,5.833333333,1.307725096,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39093510710338,2.32428245529769,"Noun",9.26,"(4.71,6.72]","high"
"184","painkiller","3","Concrete",2,30360,866.59,273.07,29,-0.5236,0.6025,29,0.9355,31,4.18,27,5.518518519,1.602170892,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.43136376415899,"Noun",11.59,"(4.71,6.72]","high"
"185","pinwheel","6","Concrete",2,60353,881.67,322.45,30,-0.3702,0.9211,30,1,31,4.66,25,5.8,1.38443731,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",7.63,"(4.71,6.72]","high"
"186","pumpkin","2","Concrete",4,20787,788.65,300.64,31,-0.6467,0.8696,31,1,31,4.9,24,5.708333333,1.627993341,NA,NA,NA,57,6.39,1.22,27,4.81,1.56983676361189,2.74350976472843,2.44090908206522,"Noun",4.78,"(4.71,6.72]","high"
"187","pushcart","8","Concrete",4,80777,991.35,398.67,31,0.0699,1.145,31,1,31,4.25,22,5.272727273,1.906925178,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,0.845098040014257,"Noun",9.39,"(4.71,6.72]","high"
"188","satchel","6","Concrete",1,60115,905.03,314.33,29,-0.5978,0.5446,29,0.9355,31,4.73,24,5.583333333,1.717345441,NA,NA,NA,41,5.02,2.29,41,4.24,1.88,1.88081359228079,1.65321251377534,"Noun",12.35,"(4.71,6.72]","high"
"189","scrapbook","3","Concrete",2,30258,850.77,392.86,30,-0.5358,0.9292,30,1,31,4.76,25,5.84,1.462873884,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79239168949825,1.69897000433602,"Noun",7.56,"(4.71,6.72]","high"
"190","screwdriver","4","Concrete",1,40115,827.41,204.27,32,-0.641,0.5385,32,1,32,4.9,23,6.52173913,0.73047713,NA,NA,NA,57,6.14,1.42,27,5.44,1.33972825411417,2.11058971029925,1.92941892571429,"Noun",6,"(4.71,6.72]","high"
"191","sherbet","3","Concrete",4,30875,1042.42,454.05,31,0.1798,1.1198,31,1,31,4.83,24,5.916666667,1.976308959,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.25527250510331,"Noun",7,"(4.71,6.72]","high"
"192","speakers","9","Concrete",3,90502,803.63,210.67,30,-0.5399,0.5791,30,1,30,4.93,25,4.92,1.730125236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00432137378264,1.92427928606188,"Noun",6.11,"(4.71,6.72]","high"
"193","stocking","2","Concrete",1,20092,1069.96,362.46,28,0.0726,0.8938,28,0.9032,31,4.86,25,5.6,1.825741858,NA,NA,NA,59,5.8,1.76,27,4.63,1.64429428743875,2.13033376849501,2.03342375548695,"Noun",6.68,"(4.71,6.72]","high"
"194","streetwalker","8","Concrete",2,80308,835.68,275.69,31,-0.4872,0.8374,31,1,31,4.33,25,4.84,1.518771433,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",12.61,"(4.71,6.72]","high"
"195","strings","6","Concrete",1,60095,1014.1,488.33,31,-0.3004,1.1219,31,1,31,4.75,23,5.260869565,1.789296238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6222140229663,2.52504480703685,"Noun",5.74,"(4.71,6.72]","high"
"196","therapist","7","Concrete",2,70282,740.86,163.25,29,-0.7189,0.4891,29,0.9355,31,4.52,27,5.148148148,1.406132276,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68663626926229,2.48855071650044,"Noun",10.89,"(4.71,6.72]","high"
"197","tourniquet","1","Concrete",4,10837,1022.78,343.07,23,0.2392,0.8408,23,0.7742,31,4.5,23,4.956521739,1.845837107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.63346845557959,"Noun",12.72,"(4.71,6.72]","high"
"198","trailer","5","Concrete",1,50085,1039.13,414.6,30,0.147,1.2314,30,0.9688,32,4.79,27,5.296296296,1.68282763,NA,NA,NA,43,4.95,1.62,40,4.05,1.78,2.76342799356294,2.46538285144842,"Noun",6.37,"(4.71,6.72]","high"
"199","triceps","6","Concrete",2,60307,886.53,223.21,30,-0.3677,0.5555,30,0.9677,31,4.46,25,5.52,1.917463602,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.14612803567824,"Noun",11.33,"(4.71,6.72]","high"
"200","underclothing","2","Concrete",4,20845,940.66,356.84,29,-0.0922,0.9955,29,0.9355,31,4.29,25,6.36,1.319090596,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",7,"(4.71,6.72]","high"
